@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.Randomize-S42_clustered

@attribute Instance_number numeric
@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}
@attribute Cluster {cluster0,cluster1}

@data
6194,Male,0,No,No,69,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',104.05,7262,Yes,cluster1
6195,Male,1,No,No,1,Yes,No,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,No,'Electronic check',74.7,74.7,No,cluster1
6196,Female,0,Yes,Yes,38,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.45,781.25,No,cluster0
6197,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,'Electronic check',67.6,2000.2,No,cluster1
6198,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',52.15,2583.75,No,cluster1
6199,Female,1,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',114.65,8333.95,No,cluster1
6200,Female,1,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.2,74.2,Yes,cluster1
6201,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',48.2,340.35,No,cluster1
6202,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,'Bank transfer (automatic)',67.8,842.25,No,cluster1
6203,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',53.55,53.55,No,cluster1
6204,Female,0,Yes,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.5,159.35,No,cluster0
6205,Male,0,No,No,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',19.7,168.9,No,cluster0
6206,Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.6,69.6,Yes,cluster1
6207,Male,0,Yes,No,71,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',108.6,7690.9,Yes,cluster1
6208,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',92.2,6474.45,No,cluster1
6209,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,'Electronic check',55.15,1206.05,Yes,cluster1
6210,Female,0,Yes,No,19,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',86.85,1564.4,No,cluster1
6211,Female,0,No,No,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',25.45,1866.45,No,cluster0
6212,Female,0,Yes,Yes,18,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.25,401.95,No,cluster0
6213,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.95,45.95,Yes,cluster1
6214,Male,0,No,No,7,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',25.05,152.95,No,cluster0
6215,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',75.55,4707.85,No,cluster0
6216,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',66.15,2522.4,No,cluster1
6217,Male,0,Yes,Yes,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.1,90.1,No,cluster1
6218,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',64.5,1888.45,No,cluster1
6219,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',Yes,'Bank transfer (automatic)',70.45,5165.7,No,cluster1
6220,Female,0,No,Yes,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.2,193.8,Yes,cluster1
6221,Female,0,Yes,Yes,39,Yes,No,'Fiber optic',No,No,Yes,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',81.5,3107.3,No,cluster1
6222,Female,0,No,No,70,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',19.7,1341.5,No,cluster0
6223,Male,0,Yes,Yes,56,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',115.85,6567.9,No,cluster0
6224,Male,1,Yes,No,46,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',98.85,4564.9,No,cluster1
6225,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',49.9,1410.25,No,cluster1
6226,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',49.55,393.45,No,cluster1
6227,Female,0,No,No,21,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',20.85,435.25,No,cluster0
6228,Male,0,Yes,Yes,50,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',103.85,5017.9,Yes,cluster1
6229,Female,0,No,No,46,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',96.05,4399.5,Yes,cluster1
6230,Female,0,Yes,Yes,51,No,'No phone service',DSL,No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',56.15,2898.95,No,cluster1
6231,Male,0,Yes,No,21,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',106.1,2249.95,Yes,cluster1
6232,Male,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',105.55,7542.25,No,cluster1
6233,Female,0,Yes,No,72,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',110.45,7982.5,No,cluster1
6234,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',59.2,1191.2,No,cluster1
6235,Male,0,No,No,13,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',83.2,1060.6,Yes,cluster1
6236,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,'One year',No,'Mailed check',70.5,2201.75,No,cluster0
6237,Male,1,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Electronic check',50.35,237.25,Yes,cluster1
6238,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.05,483.7,Yes,cluster1
6239,Male,0,No,No,7,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',69.15,488.65,No,cluster1
6240,Male,0,No,No,48,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',95.4,4445.3,No,cluster1
6241,Male,0,Yes,No,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',19.95,1234.8,No,cluster0
6242,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',50.3,217.1,No,cluster1
6243,Female,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',19.25,19.25,No,cluster0
6244,Male,1,No,No,4,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',75.35,273.4,No,cluster1
6245,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,'One year',Yes,'Mailed check',75.85,854.45,No,cluster1
6246,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',50.6,50.6,Yes,cluster1
6247,Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.95,137.95,Yes,cluster1
6248,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,'One year',Yes,'Bank transfer (automatic)',61.6,1611,No,cluster1
6249,Male,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.45,369.05,No,cluster0
6250,Male,0,Yes,Yes,40,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',60.3,2448.5,No,cluster0
6251,Male,0,Yes,Yes,39,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Mailed check',86.3,3266,Yes,cluster1
6252,Female,0,No,No,67,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',102.95,6886.25,Yes,cluster1
6253,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',90.6,3358.65,No,cluster1
6254,Female,0,Yes,No,46,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',108.9,4854.3,No,cluster1
6255,Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.45,19.45,Yes,cluster0
6256,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',48.8,720.1,No,cluster1
6257,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,'One year',No,'Credit card (automatic)',51.45,727.85,No,cluster1
6258,Female,0,Yes,No,70,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.8,1397.65,No,cluster0
6259,Male,0,Yes,Yes,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.5,77.6,No,cluster0
6260,Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',19.65,92.05,No,cluster0
6261,Male,1,Yes,Yes,66,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',99.5,6822.15,Yes,cluster1
6262,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,'Mailed check',54.85,104.2,Yes,cluster1
6263,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',79.85,3320.75,No,cluster1
6264,Female,0,Yes,No,9,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',48.75,442.2,Yes,cluster1
6265,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Credit card (automatic)',49,49,No,cluster1
6266,Male,0,No,No,23,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',81,1917.1,Yes,cluster1
6267,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',49.9,49.9,No,cluster1
6268,Female,1,No,No,64,No,'No phone service',DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',43.85,2751,No,cluster1
6269,Female,0,No,No,14,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',80.45,1072,Yes,cluster1
6270,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',48.75,179.85,No,cluster1
6271,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',65.15,4681.75,No,cluster1
6272,Female,1,Yes,No,17,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',85.35,1463.45,Yes,cluster1
6273,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',76.2,981.45,No,cluster1
6274,Male,0,Yes,No,36,Yes,No,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.6,3366.05,No,cluster1
6275,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,'Credit card (automatic)',68.15,2656.3,No,cluster1
6276,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,'One year',No,'Credit card (automatic)',73.55,693.3,No,cluster1
6277,Female,0,No,No,25,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',48.25,1293.8,No,cluster1
6278,Female,0,No,No,8,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',87.05,762.1,Yes,cluster1
6279,Male,0,No,No,1,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.35,74.35,Yes,cluster1
6280,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',73.45,2661.1,No,cluster1
6281,Female,0,No,No,33,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',25.7,826.1,No,cluster0
6282,Female,0,Yes,No,60,Yes,No,'Fiber optic',Yes,No,No,Yes,Yes,Yes,'Two year',Yes,'Electronic check',97.2,5611.75,No,cluster1
6283,Male,0,Yes,Yes,17,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',25.15,412.6,No,cluster0
6284,Male,0,No,No,5,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.65,383.65,No,cluster1
6285,Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.65,38.7,Yes,cluster0
6286,Female,1,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',79.75,159.4,Yes,cluster1
6287,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',79.2,1742.75,Yes,cluster1
6288,Male,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.8,146.65,No,cluster1
6289,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,'One year',Yes,'Mailed check',56.35,2391.15,No,cluster1
6290,Male,0,No,No,35,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',75.35,2636.05,Yes,cluster1
6291,Male,0,No,No,20,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',55,1165.55,No,cluster1
6292,Male,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.25,86.05,No,cluster0
6293,Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.75,19.75,Yes,cluster0
6294,Female,0,Yes,Yes,10,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',26.1,225.55,No,cluster0
6295,Female,1,Yes,No,6,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.35,474.9,Yes,cluster1
6296,Female,0,Yes,Yes,57,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',95,5535.8,No,cluster1
6297,Male,1,No,No,14,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',90.45,1266.1,Yes,cluster1
6298,Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',69.55,222.3,Yes,cluster1
6299,Male,0,No,No,9,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Mailed check',70.05,657.5,No,cluster1
6300,Female,0,Yes,No,7,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',86.5,582.5,Yes,cluster1
6301,Male,0,No,Yes,6,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Mailed check',94.5,575.45,Yes,cluster1
6302,Male,0,Yes,No,29,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',85.8,2440.25,No,cluster1
6303,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',44.95,44.95,No,cluster1
6304,Female,0,Yes,No,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',69.95,330.15,Yes,cluster1
6305,Male,0,Yes,No,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.65,417.5,No,cluster0
6306,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,'Two year',Yes,'Bank transfer (automatic)',59.75,4069.9,No,cluster0
6307,Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',74.85,3268.05,No,cluster1
6308,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',50.15,2139.1,No,cluster1
6309,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',45.9,521.9,No,cluster1
6310,Male,0,No,No,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.65,67.55,No,cluster0
6311,Female,0,No,Yes,12,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',78.3,909.25,Yes,cluster1
6312,Female,0,Yes,No,68,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',118.6,7990.05,No,cluster0
6313,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',90.8,6302.85,No,cluster0
6314,Male,0,No,No,40,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',104.8,4131.95,Yes,cluster1
6315,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',No,'Electronic check',85.25,5538.35,No,cluster0
6316,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',86.4,6058.95,No,cluster1
6317,Male,0,Yes,Yes,43,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',24.25,1077.95,No,cluster0
6318,Male,0,Yes,Yes,45,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',19.2,903.7,No,cluster0
6319,Male,1,Yes,No,71,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',46.35,3353.4,No,cluster0
6320,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',87.1,6230.1,No,cluster0
6321,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',69.1,1083.7,No,cluster1
6322,Female,0,Yes,Yes,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',65.7,4575.35,No,cluster0
6323,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',69.45,1614.05,No,cluster1
6324,Male,1,No,No,24,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',102.95,2496.7,Yes,cluster1
6325,Male,0,No,No,28,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',94.5,2659.4,Yes,cluster1
6326,Male,0,Yes,Yes,68,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',105.25,7173.15,No,cluster0
6327,Male,1,Yes,No,13,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',70.45,849.1,No,cluster1
6328,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',93.25,6688.95,No,cluster1
6329,Female,0,No,No,52,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',111.25,5916.45,Yes,cluster1
6330,Male,0,Yes,No,30,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.8,576.65,No,cluster0
6331,Female,0,No,No,45,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',89.3,4016.85,Yes,cluster1
6332,Female,0,Yes,Yes,17,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',24.1,409.9,Yes,cluster0
6333,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',44.6,80.55,Yes,cluster1
6334,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',44.8,220.45,No,cluster1
6335,Male,0,No,No,2,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',85.85,167.3,Yes,cluster1
6336,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',80.85,4079.55,No,cluster1
6337,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',43.95,43.95,Yes,cluster1
6338,Male,0,Yes,No,29,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',45.9,1332.4,No,cluster1
6339,Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',113.65,8124.2,No,cluster1
6340,Female,0,No,No,12,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',86.55,1066.9,No,cluster1
6341,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',82.65,5919.35,No,cluster1
6342,Male,0,Yes,No,67,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'Two year',Yes,'Electronic check',93.15,6368.2,No,cluster1
6343,Male,0,No,No,24,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',90.55,2282.55,Yes,cluster1
